Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
GURUDAS KAMBLE GURUJI,IND,0,12th Pass,26,Chandrapur + Maharashtra,41500,0,2004
KHARTAD LOMESH MAROTI,IND,0,10th Pass,50,Chandrapur + Maharashtra,13000,0,2004
NAGDEOTE SEOCHANDRA SHALIKRAM,PRCP,0,Not Given,36,Chandrapur + Maharashtra,6000,201601,2004
NARESH PUGLIA,INC, 2 ,Graduate,55,Chandrapur + Maharashtra,21978792,6073131,2004
RAJENDRA VAIDYA,BSP, 3 ,Post Graduate,42,Chandrapur + Maharashtra,2046030,0,2004
TAYARA CHHOTU SHEIKH (PASHA),IND, 1 ,12th Pass,30,Chandrapur + Maharashtra,510600,66750,2004
WAGMARE SURESH GANAPAT   Winner ,BJP,0,Graduate,42,Wardha + Maharashtra,441000,447393,2004
CHIDAM NARAYANRAO RAMJI,GGP,0,Literate,59,Wardha + Maharashtra,98640,0,2004
PRABHATAI RAU,INC,0,Post Graduate,69,Wardha + Maharashtra,9883244,0,2004
RAUT JAGANNATHRAO NILKANTHRAO,SVRP,0,Graduate,44,Wardha + Maharashtra,130000,0,2004
SOMRAJ SHESHRAOJI TELKHEDE (PATIL),BSP,0,Graduate,35,Wardha + Maharashtra,2153000,25000,2004
UBALE SHRIKRUSHNA CHAMPATRAO,Ambedkarist Republican Party,0,Graduate,55,Wardha + Maharashtra,1550000,160000,2004
YESHWANT NAMDEORAO ZADE,CPM, 1 ,Graduate,42,Wardha + Maharashtra,249972,15000,2004
RATHOD HARISING NASARU   Winner ,BJP,0,Graduate,50,Yavatmal + Maharashtra,3801000,945123,2004
AGARWAL RAMESH PANDURANG,BSP,0,Graduate,47,Yavatmal + Maharashtra,2060000,1015000,2004
ANAND BALIRAM GAIKWAD,BBM,0,Graduate,43,Yavatmal + Maharashtra,130000,27000,2004
GULHANE SANJAY MAHADEORAO,IND,0,Graduate,34,Yavatmal + Maharashtra,737000,8600,2004
KISHORBHAU TIWARI,SP, 4 ,Graduate Professional,45,Yavatmal + Maharashtra,3354561,265000,2004
KUMBHEKAR DAMADU NAGORAO,IND,0,Literate,49,Yavatmal + Maharashtra,60000,0,2004
PATIL UTTAMRAO DEORAOJI,INC,0,Graduate,58,Yavatmal + Maharashtra,9473171,1874552,2004
PURUSHOTTAM DOMAJI BHAJGAWARE,IND,0,12th Pass,43,Yavatmal + Maharashtra,0,0,2004
SHITAL KAWADU MARKAM,GGP,0,Graduate,58,Yavatmal + Maharashtra,820000,0,2004
SURYAKANTA PATIL   Winner ,NCP, 2 ,Graduate,55,Hingoli + Maharashtra,15307225,272088,2004
ADV. PUNJABRAO RAMDHAN CHAVAN,IND,0,Post Graduate,25,Hingoli + Maharashtra,0,0,2004
CHAVAN GOVIND BHIKU,IND,0,Literate,44,Hingoli + Maharashtra,435000,0,2004
RATHOD SANJAYKUMAR TULSHIRAM,BBM,0,Graduate,26,Hingoli + Maharashtra,50000,0,2004
SHIVAJI GYANBARAO MANE,SHS, 2 ,Post Graduate,44,Hingoli + Maharashtra,3566000,0,2004
UTTAMRAO DAGDUJI BHAGAT,PRCP,0,10th Pass,58,Hingoli + Maharashtra,360000,41000,2004
(AIDS MAN) PRAKASH TATERAO LANDGE,IND,0,Graduate,35,Nanded + Maharashtra,50000,0,2004
(NAIK) DEVKATTE VENKATRAO NARSINGRAO,RSPS,0,Graduate,32,Nanded + Maharashtra,0,0,2004
ADV. C. S. BAHETI,JP,0,Post Graduate,51,Nanded + Maharashtra,3105500,1642400,2004
ADV. DEELIP PRABHAKARRAO KULKARNI (PHULVALKAR),IND,0,Post Graduate,36,Nanded + Maharashtra,1028800,0,2004
ALTAF AHMED SAANI SK. AMIR,LRP,0,10th Pass,46,Nanded + Maharashtra,500000,0,2004
BORGAONKAR NIVRUTI VITHALRAO,IND,0,Graduate,51,Nanded + Maharashtra,983045,0,2004
GAIKWAD SURESH DNYANOBA,BBM, 1 ,10th Pass,46,Nanded + Maharashtra,1050000,637000,2004
JADHAV VISHNU MAROTI,IND,0,10th Pass,35,Nanded + Maharashtra,0,0,2004
KHATGAONKAR BHASKARRAO BAPURAO,INC,0,Graduate,60,Nanded + Maharashtra,43813970,1276000,2004
NARAYAN SATVAJI SURESHI,IND,0,Post Graduate,58,Nanded + Maharashtra,1054023,0,2004
SHAIKH (TAMBOLI) WAHIDA MAHEBOOBPASHA,BSP,0,Post Graduate,37,Nanded + Maharashtra,235000,0,2004
YADAV MANOHAR SAHEBRAO,IND,0,8th Pass,37,Nanded + Maharashtra,0,0,2004
TUKARAM GANPATRAO RENGE PATIL   Winner ,SHS, 13 ,Post Graduate,49,Parbhani + Maharashtra,6060000,1950000,2004
CHAUDHARI TUKARAM NAMDEVRAO,IND,0,Literate,39,Parbhani + Maharashtra,285000,30000,2004
GAFFAR MASTER,SP,0,10th Pass,42,Parbhani + Maharashtra,1170000,300000,2004
RUMALE TUKARAM DHONDIBA,PRCP,0,Graduate,45,Parbhani + Maharashtra,100000,0,2004
SHAIKH AKHIL SHAIKH RAHIM,National Loktantrik Party,0,8th Pass,36,Parbhani + Maharashtra,610000,0,2004
SHAIKH MOIN SHAIKH JAFAR,IND,0,Not Given,48,Parbhani + Maharashtra,0,0,2004
SONWANE RAJESH NAMDEV,IND,0,Not Given,33,Parbhani + Maharashtra,110000,0,2004
SURESH AMBADASRAO WARPUDKAR,NCP,0,Post Graduate,52,Parbhani + Maharashtra,13490000,588210,2004
DANVE RAOSAHEB DADARAO PATIL   Winner ,BJP,0,12th Pass,49,Jalna + Maharashtra,9681004,715955,2004
CHECHANI RAJENDRAKUMAR,IND,0,10th Pass,45,Jalna + Maharashtra,6317000,44300,2004
DHABE BHAGWAN NAMDEV,IND,0,Literate,38,Jalna + Maharashtra,150000,0,2004
GADEKAR RAMU,BBM,0,Not Given,0,Jalna + Maharashtra,0,0,2004
GARBADE PARMESHWAR,IND,0,Graduate,35,Jalna + Maharashtra,15000,18000,2004
NADE DYANESHWAR DAGDU,IND,0,8th Pass,28,Jalna + Maharashtra,25000,0,2004
PACHARE PANDIT,IND,0,Post Graduate,42,Jalna + Maharashtra,105000,0,2004
PAWAR UTTAMSINGH RAJDHARSINGH,INC,0,Graduate,53,Jalna + Maharashtra,5814176,3422028,2004
SHAIKH FEROJ ALI,IND,0,Graduate,43,Jalna + Maharashtra,223000,600000,2004
SHAIKH USMAN HUSSAIN,IND,0,Not Given,67,Jalna + Maharashtra,0,0,2004
SHAIKH YAKUB SK. HUSSAIN ANSARI,BMSM,0,Graduate,54,Jalna + Maharashtra,1000000,557000,2004
SHINDE BABASAHEB,IND,0,Not Given,45,Jalna + Maharashtra,282043,96457,2004
SOW. ARCHANA MILIND KHILLARE,BSP,0,Post Graduate,28,Jalna + Maharashtra,0,0,2004
TANPURE SHIVAJI ARJUNRAO,SVRP,0,Graduate,49,Jalna + Maharashtra,2303000,600000,2004
CHANDRAKANT KHAIRE   Winner ,SHS, 13 ,Graduate,52,Aurangabad + Maharashtra,9333773,6043722,2004
ABDUL MAJED QURESHI ALIAS KAISER QURESHI,National Loktantrik Party,0,10th Pass,37,Aurangabad + Maharashtra,80000,0,2004
BIRAJDAR SHARNAPPA KALAPPA ALIAS AAPPA BIRAJDAR,HJP,0,Graduate,51,Aurangabad + Maharashtra,480500,195200,2004
ENGI. DUSHYANT ATHAWALE,Panchayat Raj Party,0,10th Pass,39,Aurangabad + Maharashtra,1122637,0,2004
LAHU HANUMANTRAO SHEWALE,LRP,0,10th Pass,38,Aurangabad + Maharashtra,862250,0,2004
Madhavrao Haribhau Baorde,BSP,0,Graduate,52,Aurangabad + Maharashtra,1850000,800000,2004
MORE GANGADHAR LAKHAJI,IND,0,8th Pass,52,Aurangabad + Maharashtra,0,0,2004
NASER NAHADI MAHMAD YAHYA NAHADI,SP,0,12th Pass,28,Aurangabad + Maharashtra,19800,0,2004
PRAKASH BHAURAO NIKALJE,IND,0,12th Pass,43,Aurangabad + Maharashtra,530000,0,2004
RAMKRUSHNA BABA PATIL,INC, 3 ,Literate,65,Aurangabad + Maharashtra,8069316,29900,2004
SHAIKH SALIM KHAIRODIN,IND,0,Literate,48,Aurangabad + Maharashtra,50000,0,2004
DODTALE BALASAHEB PRABHAKAR,RSPS,0,Post Graduate,29,Beed + Maharashtra,0,0,2004
KIRVALE PRAMOD SOMNATH,IND,0,Literate,26,Beed + Maharashtra,0,0,2004
MIRZA ABDUL BAIG AMIR BAIG,IND,0,Literate,67,Beed + Maharashtra,176558,0,2004
SHAIKH AKHIL USMAN,IND,0,5th Pass,39,Beed + Maharashtra,0,0,2004
SOLANKE PRAKASH BHAGWANRAO,IND,0,Literate,38,Beed + Maharashtra,1630000,120000,2004
SOLANKE PRAKASH SUNDARRAO,BJP, 4 ,Graduate,50,Beed + Maharashtra,23058001,10058171,2004
SYED MOINODDIN SYED BASHIRODDIN (MOIN MASTER),BSP,0,Not Given,50,Beed + Maharashtra,0,0,2004
PATIL RUPATAI DILIPRAO NILANGEKAR   Winner ,BJP,0,10th Pass,47,Latur + Maharashtra,1960659,5585583,2004
ADV  BABURAO BANDGAR,LRP,0,Post Graduate,49,Latur + Maharashtra,800000,127000,2004
ADV.  LAXMAN NARHARI SHINDE,BSP,0,Graduate Professional,36,Latur + Maharashtra,655000,0,2004
BAGDURE VINAYAK VISHWANATHRAO,SVRP,0,Graduate Professional,41,Latur + Maharashtra,3359212,300000,2004
DNYOSO KONDEKAR ALIAS VIJAYPRAKASH,IND,0,Literate,57,Latur + Maharashtra,100100,0,2004
DR NITIN SOPANRAO WAGHE,RSPS,0,Doctorate,35,Latur + Maharashtra,20000,0,2004
GODBOLE MANDAKINI GYANU,PRCP,0,10th Pass,65,Latur + Maharashtra,91000,0,2004
MANE GAJANAN PANDURANG,IND,0,Not Given,49,Latur + Maharashtra,0,0,2004
MANOHAR ANANDRAO PATIL,IND,0,Not Given,38,Latur + Maharashtra,630145,0,2004
PATIL SHIVRAJ VISHWANATH,INC, 1 ,Post Graduate,68,Latur + Maharashtra,42269841,3855985,2004
SHAIKH KALIM ALLAHBAKSHA,IND,0,8th Pass,28,Latur + Maharashtra,0,0,2004
T M KAMBLE,RPI(D),0,Post Graduate,49,Latur + Maharashtra,1041000,150000,2004
NARHIRE KALPANA RAMESH   Winner ,SHS, 5 ,10th Pass,34,Osmanabad + Maharashtra,3234992,510681,2004
DEKULE KANIFNATH DULHA,BSP,0,12th Pass,43,Osmanabad + Maharashtra,430000,2250,2004
DHOBALE LAXMAN KONDIBA,NCP, 3 ,Post Graduate,51,Osmanabad + Maharashtra,7998797,674054,2004
KADAPPA GADE,IND,0,Graduate,60,Osmanabad + Maharashtra,2341000,0,2004
NAVNATH DASHRATH UPLEKAR,IND,0,8th Pass,52,Osmanabad + Maharashtra,50000,0,2004
RAUT VITTHAL KUNDLIK,IND,0,Illiterate,60,Osmanabad + Maharashtra,574850,70,2004
TUPSUNDARE BALAJI BAPURAO,LRP,0,Others,33,Osmanabad + Maharashtra,10500,0,2004
ZOMBADE SANDIPAN RAMA,IND,0,Graduate,36,Osmanabad + Maharashtra,0,0,2004
DESHMUKH SUBHASH SURESHCHANDRA   Winner ,BJP,0,10th Pass,46,Sholapur + Maharashtra,37495282,64522,2004
AVAR PRAMOD DATTATRAYA,IND,0,Literate,40,Sholapur + Maharashtra,20000,0,2004
NAGMANI KISAN JAKKAN,IND,0,Not Given,40,Sholapur + Maharashtra,20000,0,2004
SARVADE RAHUL VITTHALRAO,BSP,0,Graduate,0,Sholapur + Maharashtra,45000,0,2004
ATHAWALE RAMDAS BANDU   Winner ,RPI(A),0,Graduate,43,Pandharpur + Maharashtra,2656172,0,2004
ADV NAIKNAVARE PURUSHOTTAM BHAGVAN,RSPS,0,Not Given,57,Pandharpur + Maharashtra,3926538,55319,2004
DR.  SHARDA HARIDAS SONAVANE,IND,0,Graduate,32,Pandharpur + Maharashtra,255000,0,2004
KALE AVINASH TATYASAHEB,IND,0,Post Graduate,40,Pandharpur + Maharashtra,400000,0,2004
KSHIRSAGAR NAGNATH DATTATRAY,BJP,0,Literate,52,Pandharpur + Maharashtra,3619786,1039792,2004
LANKESHWAR KALYAN BHAGWAN,IND,0,Graduate,53,Pandharpur + Maharashtra,870000,800000,2004
RAMESH ROHIDAS NIRMAL,BSP,0,Graduate,39,Pandharpur + Maharashtra,175000,10000,2004
TEXASDADA GAIKWAD,IND,0,Graduate Professional,56,Pandharpur + Maharashtra,4501000,75000,2004
WAGHMARE SUNIL TARACHAND,PRCP,0,Graduate,36,Pandharpur + Maharashtra,270000,0,2004
GADAKH TUKARAM GANGADHAR   Winner ,NCP, 2 ,Graduate,51,Ahmednagar + Maharashtra,23446680,4680000,2004
AWARE RADHAKISAN BABU,IND,0,10th Pass,53,Ahmednagar + Maharashtra,815000,70000,2004
DR. BHISE INDRAKUMAR DEVRAO,RSPS, 1 ,Doctorate,37,Ahmednagar + Maharashtra,2919000,1200000,2004
PROF. N. S. PHARANDE,BJP,0,Post Graduate,64,Ahmednagar + Maharashtra,2740541,2341299,2004
SAYYAD MUSHTAK AHMED,IND,0,Post Graduate,29,Ahmednagar + Maharashtra,180826,0,2004
WAGHMARE RAJU RATNAKAR,BSP,0,Graduate,41,Ahmednagar + Maharashtra,543900,55000,2004
E.  V.  ALIAS BALASAHEB VIKHE PATIL   Winner ,INC,0,10th Pass,72,Kopargaon + Maharashtra,36937860,764653,2004
DESHMUKH BHAGWAN RANGANATH,IND,0,Not Given,68,Kopargaon + Maharashtra,375000,23100,2004
DR. BHISE INDRAKUMAR DEVRAO,RSPS, 1 ,Doctorate,37,Kopargaon + Maharashtra,2831000,1185000,2004
KHULE DATTATRAYA NIVRUTTI,IND,0,Literate,41,Kopargaon + Maharashtra,800000,0,2004
KOLSE ASHOK EKNATH,IND,0,10th Pass,45,Kopargaon + Maharashtra,791000,50000,2004
MUSMADE BHAUSAHEB JAGANNATH,IND,0,Literate,33,Kopargaon + Maharashtra,28550,0,2004
SHAIKH RIYAJ FAJALODDIN,IND,0,Graduate,51,Kopargaon + Maharashtra,60000,122000,2004
VIKHE BALASAHEB JAGGANNATH,IND,0,Literate,46,Kopargaon + Maharashtra,365252,11780,2004
WAGHMARE SHANKAR SADASHIV,IND,0,Literate,32,Kopargaon + Maharashtra,0,0,2004
ADHALARAO PATIL SHIVAJIRAO   Winner ,SHS,0,Post Graduate,48,Khed + Maharashtra,52230281,12332651,2004
ASHOK NAMDEVRAO MOHOL,NCP,0,Graduate,61,Khed + Maharashtra,29560892,0,2004
GADAGE GANPATRAO MARUTI,RSPS,0,10th Pass,56,Khed + Maharashtra,95000,0,2004
KUDALE VIVEK ANANT,BSP,0,10th Pass,35,Khed + Maharashtra,36959500,1700000,2004
KALMADI SURESH   Winner ,INC, 1 ,Graduate,59,Pune + Maharashtra,39947625,1700000,2004
ADAGALE BHAU RAMCHANDRA,IND,0,10th Pass,44,Pune + Maharashtra,105000,0,2004
AMTE VINOD RAMCHANDRA,IND,0,Graduate,49,Pune + Maharashtra,2486000,470000,2004
ANWAR ISMAIL BAGWAN,IND,0,Graduate,38,Pune + Maharashtra,2000,130000,2004
ARUN BHATIA,IND, 1 ,Post Graduate,61,Pune + Maharashtra,19873368,0,2004
CHAVAN POPATRAO KISANRAO,IND,0,Graduate,75,Pune + Maharashtra,1946735,21238,2004
Gaikwad Jayawnt Dharmaji,BSP, 2 ,Graduate,35,Pune + Maharashtra,245000,90000,2004
GAIKWAD VITTHAL BABURAO,IND,0,12th Pass,42,Pune + Maharashtra,10000,0,2004
JADHAV GANESH DEVRAM,BBM,0,10th Pass,42,Pune + Maharashtra,0,60000,2004
KAMBLE SADANAND BHIMRAO,IND,0,5th Pass,76,Pune + Maharashtra,2810000,0,2004
KANCHWALA NURUDDIN ALTAF HUSSEIN,IND,0,Literate,44,Pune + Maharashtra,630000,0,2004
NITIN DATTATRAYA JAGTAP,IND, 9 ,Graduate,44,Pune + Maharashtra,4071500,200000,2004
PRADIP TRIMBAK RAWAT,BJP, 3 ,Graduate,48,Pune + Maharashtra,27099950,5062000,2004
PROF. ANANDRAO BHANUDAS DADAS,RSPS,0,Post Graduate,30,Pune + Maharashtra,625000,71000,2004
PROF. TRIBHUVAN SAMPAT,IJP,0,Post Graduate,42,Pune + Maharashtra,3102000,610991,2004
RAJIV DESHPANDE,HEAP,0,Post Graduate,41,Pune + Maharashtra,960000,0,2004
RAWAT PRAMILA,IND,0,8th Pass,44,Pune + Maharashtra,20857,0,2004
SARODE ARUN KONDIBA,IND,0,Post Graduate,51,Pune + Maharashtra,600000,0,2004
SHAIKH IBRAHIM HUSAIN,IND,0,Literate,48,Pune + Maharashtra,21000,0,2004
SHINDE SACHIN NANA,IND,0,Not Given,33,Pune + Maharashtra,633000,35000,2004
THYAGARAJAN BENEDIC,IND,0,Post Graduate,55,Pune + Maharashtra,16850,28000,2004
PAWAR SHARADCHANDRA GOVINDRAO   Winner ,NCP, 1 ,10th Pass,63,Baramati + Maharashtra,44814206,13301,2004
KOLEKAR BALASAHEB BAPURAO,RSPS,0,12th Pass,46,Baramati + Maharashtra,145000,0,2004
PRITHVIRAJ SAHEBRAO JACHAK,BJP,0,Others,46,Baramati + Maharashtra,33409000,7633760,2004
VISHWAKARMA PRALHAD RAMBICH,BSP,0,10th Pass,49,Baramati + Maharashtra,186000,800,2004
LAXMANRAO PANDURANG JADHAV (PATIL)   Winner ,NCP,0,10th Pass,66,Satara + Maharashtra,9925739,50403,2004
AMAR RAGHUNATH GAIKWAD,BSP,0,Not Given,64,Satara + Maharashtra,464000,100000,2004
DR. BHAGAWAN KHANDERAO ALIAS DR. B. K. YADAV,LRP,0,Doctorate,46,Satara + Maharashtra,3758027,88805,2004
HINDURAO N. NAIK NIMBALKAR,SHS, 2 ,8th Pass,56,Satara + Maharashtra,18847587,17200000,2004
KADAM SURYAJIRAO ALIAS CHIMANRAO SHANKARAO,IND,0,Graduate,64,Satara + Maharashtra,25564111,0,2004
KHATAKE BAJARANG SUBHEDAR,RSPS,0,12th Pass,38,Satara + Maharashtra,3700000,0,2004
PATIL SHRINIWAS DADASAHEB   Winner ,NCP,0,Post Graduate,63,Karad + Maharashtra,12494141,0,2004
ADV. KAMBLE PRABHAKAR MANSING,BSP,0,Post Graduate,36,Karad + Maharashtra,532498,0,2004
ANANDRAO TUKARAM THORAT,IND,0,Graduate,41,Karad + Maharashtra,862000,95,2004
JADHAV BALIKRISHNA ALIAS BALASAHEB BHIMRAO,RSPS,0,12th Pass,27,Karad + Maharashtra,20000,0,2004
MANKUMARE VASANT DNYANDEV,SHS, 1 ,Literate,43,Karad + Maharashtra,7801718,853606,2004
Patil Prakashbapu Vasantdada   Winner ,INC,0,Graduate,56,Sangli + Maharashtra,35635000,0,2004
ADV. SUHASE MADHUKAR MALLAPPA,BSP,0,Post Graduate,31,Sangli + Maharashtra,75000,0,2004
DEEPAK (BABA) ABASAHEB SHINDE MHAISALKAR,BJP,0,Post Graduate,46,Sangli + Maharashtra,22038000,911000,2004
GANAPATI TUKARAM KAMBLE (G.T.),IND,0,10th Pass,64,Sangli + Maharashtra,60000,0,2004
KRANTIVEER NAGNATH(ANNA) RAMCHANDRA NAIKWADI,SP,0,Literate,81,Sangli + Maharashtra,280693,0,2004
PRAVIN KAVTHEKAR (JIWA MAHALE),IND,0,Not Given,42,Sangli + Maharashtra,0,0,2004
SHANKARRAO BALKRISHNA KHEDKAR (MALI),IND,0,Literate,62,Sangli + Maharashtra,3747000,69000,2004
VANMORE NARAYAN APPA,IND,0,Literate,57,Sangli + Maharashtra,158000,0,2004
MANE NIVEDITA SAMBHAJIRAO   Winner ,NCP,0,Graduate,39,Ichalkaranji + Maharashtra,7913845,387564,2004
DR. PATIL SANJAY (DADA) SHAMRAO,SHS,0,Doctorate,34,Ichalkaranji + Maharashtra,21607010,4340958,2004
KAMBALE SUKUMAR DATTU,BBM,0,Post Graduate,43,Ichalkaranji + Maharashtra,408000,0,2004
MANE SUNITA ARVIND,IND,0,Literate,32,Ichalkaranji + Maharashtra,77900,25000,2004
PATIL SANJAY SHAMRAO,IND,0,8th Pass,34,Ichalkaranji + Maharashtra,50000,0,2004
MANDLIK SADASHIVRAO DADOBA   Winner ,NCP, 2 ,Graduate,69,Kolhapur + Maharashtra,8842586,986985,2004
MAHADIK DHANANJAY BHIMRAO,SHS,0,Graduate,32,Kolhapur + Maharashtra,77651000,18095000,2004
PATRAKAR SUNANDA PRAKASH MORE,PWPI,0,Graduate,45,Kolhapur + Maharashtra,283465,0,2004
WAGH SHANKARRAO KRISHNAJI,BSP,0,Post Graduate,67,Kolhapur + Maharashtra,680000,10000,2004
DR. THOKCHOM MEINYA   Winner ,INC,0,Doctorate,55,Inner Manipur + Manipur,1107278,80660,2004
LEISHANGTHEM CHANDRAMANI,FPM,0,Doctorate,68,Inner Manipur + Manipur,1756645,0,2004
MOIRANGTHEM NARA,CPI,0,Graduate Professional,55,Inner Manipur + Manipur,1217839,0,2004
NONGMAITHEM HOMENDRO SINGH,IND,0,Graduate,40,Inner Manipur + Manipur,0,0,2004
NONGMAITHEM IBOYAIMA SINGH,IND,0,10th Pass,64,Inner Manipur + Manipur,0,0,2004
THOUNAOJAM CHAOBA,BJP,0,Others,67,Inner Manipur + Manipur,8644747,111179,2004
MANI CHARENAMEI   Winner ,IND,0,Graduate,45,Outer Manipur + Manipur,205000,0,2004
D. LOLI ADANEE,BJP,0,Graduate,51,Outer Manipur + Manipur,5504735,0,2004
HOLKHOMANG HAOKIP,NCP,0,Post Graduate,67,Outer Manipur + Manipur,2030000,0,2004
ROSANGZUALA,JD(U),0,Graduate,43,Outer Manipur + Manipur,545036,0,2004
PATY RIPPLE KYNDIAH   Winner ,INC,0,Graduate,75,Shillong + Meghalaya,4078978,0,2004
S. LONIAK MARBANIANG,IND,0,Doctorate,57,Shillong + Meghalaya,3775839,0,2004
PURANO AGITOK SANGMA   Winner ,AITC,0,Post Graduate,56,Tura + Meghalaya,35032125,0,2004
DR. MUKUL SANGMA,INC,0,Graduate Professional,38,Tura + Meghalaya,6844482,0,2004
VANLALZAWMA   Winner ,MNF,0,Post Graduate,48,Mizoram + Mizoram,2127713,0,2004
DR. LALTLUANGLIANA KHIANGTE,IND,0,Doctorate,38,Mizoram + Mizoram,5604209,1130000,2004
TLANGDINGLIANA,EU,0,Not Given,63,Mizoram + Mizoram,0,0,2004
W. WANGYUH   Winner ,NPF,0,Post Graduate,40,Nagaland + Nagaland,2147000,0,2004
K. ASUNGBA SANGTAM,INC,0,Graduate,58,Nagaland + Nagaland,14946062,0,2004
SHRI. AKHEI ACHUMI,JD(S),0,Graduate,56,Nagaland + Nagaland,200000,0,2004
AJAY MAKAN   Winner ,INC, 1 ,Post Graduate,40,New Delhi + National Capital Territory Of Delhi,30234158,650000,2004
B. S. YADAV,JKNPP,0,Graduate,44,New Delhi + National Capital Territory Of Delhi,101000,0,2004
JAVED ABIDI,IND,0,Graduate,38,New Delhi + National Capital Territory Of Delhi,3623113,132046,2004
MAHARAJ KUMAR ADVOCATE,DBP,0,Post Graduate,54,New Delhi + National Capital Territory Of Delhi,238500,0,2004
RAM KUMAR AZAD,IND,0,Illiterate,41,New Delhi + National Capital Territory Of Delhi,135000,0,2004
RAMESH KUMAR,IND,0,12th Pass,46,New Delhi + National Capital Territory Of Delhi,282081,0,2004
SANJAY KUMAR YADAV,IND,0,10th Pass,25,New Delhi + National Capital Territory Of Delhi,20500,0,2004
VED PRAKASH,IND,0,5th Pass,46,New Delhi + National Capital Territory Of Delhi,109000,0,2004
VIJAY KUMAR MALHOTRA   Winner ,BJP,0,Doctorate,72,South Delhi + National Capital Territory Of Delhi,8988478,0,2004
R. K. ANAND,INC,0,Post Graduate,61,South Delhi + National Capital Territory Of Delhi,56099701,0,2004
R. RAVICHANDRAN,JKNPP,0,12th Pass,41,South Delhi + National Capital Territory Of Delhi,390587,7000,2004
SAIFULLAH SIDDIQUI ALIAS SHAFI,IND,0,Not Given,40,South Delhi + National Capital Territory Of Delhi,1110000,0,2004
SHIV KHERA,IND,0,Graduate,54,South Delhi + National Capital Territory Of Delhi,60352032,34825000,2004
SUMITRA KUNDU,IND,0,Graduate,34,South Delhi + National Capital Territory Of Delhi,3390000,0,2004
SURJEET SINGH ASSIE (BILLA),BSP,0,12th Pass,45,South Delhi + National Capital Territory Of Delhi,150000,80000,2004
SYED NASEER AHMED,IND,0,Graduate,31,South Delhi + National Capital Territory Of Delhi,28000,0,2004
SAJJAN KUMAR   Winner ,INC, 1 ,Literate,58,Outer Delhi + National Capital Territory Of Delhi,1306055,520477,2004
AMARJEET KAUR,IND,0,Not Given,41,Outer Delhi + National Capital Territory Of Delhi,780836,200000,2004
ANIL BHARTI,RVNP,0,Post Graduate,33,Outer Delhi + National Capital Territory Of Delhi,0,0,2004
ANIL GOGIA,IND,0,12th Pass,32,Outer Delhi + National Capital Territory Of Delhi,1572000,2242,2004
BHARAT BHUSHAN NAGAR,BSP,0,12th Pass,34,Outer Delhi + National Capital Territory Of Delhi,477500,400000,2004
KEWAL KISHAN VIRMANI,IND,0,8th Pass,35,Outer Delhi + National Capital Territory Of Delhi,86000,0,2004
SAHIB SINGH,BJP, 1 ,Doctorate,61,Outer Delhi + National Capital Territory Of Delhi,4863627,56968,2004
SAJJAN KUMAR,IND,0,8th Pass,26,Outer Delhi + National Capital Territory Of Delhi,72000,0,2004
SWATI BHATNAGAR,RSD,0,Not Given,34,Outer Delhi + National Capital Territory Of Delhi,10000,0,2004
SANDEEP DIKSHIT   Winner ,INC,0,Post Graduate,39,East Delhi + National Capital Territory Of Delhi,4764901,246779,2004
AMAR SINGH,LP(S),0,Others,52,East Delhi + National Capital Territory Of Delhi,715000,0,2004
ANIL KUMAR SHARMA,LPI(V),0,Graduate,42,East Delhi + National Capital Territory Of Delhi,2785030,0,2004
ARJUN PRASHAD,Rashtriya Swabhimaan Party,0,8th Pass,64,East Delhi + National Capital Territory Of Delhi,1020000,0,2004
AVINASH PURI,DBP,0,10th Pass,54,East Delhi + National Capital Territory Of Delhi,55272,0,2004
BAL RAJ SINGH,BSP,0,12th Pass,35,East Delhi + National Capital Territory Of Delhi,4025000,0,2004
BALWANT SINGH PARWANA,ABHM,0,Others,65,East Delhi + National Capital Territory Of Delhi,8065500,0,2004
BHIMA WEL,PSJP,0,12th Pass,36,East Delhi + National Capital Territory Of Delhi,1638374,0,2004
BRAHAMJEET,IND, 1 ,Not Given,78,East Delhi + National Capital Territory Of Delhi,4017000,0,2004
GOPAL HINDUSTANI,IND,0,Others,39,East Delhi + National Capital Territory Of Delhi,11500,0,2004
HARENDER KUMAR,IND,0,12th Pass,34,East Delhi + National Capital Territory Of Delhi,106750,0,2004
HARISH TYAGI,IND,0,10th Pass,38,East Delhi + National Capital Territory Of Delhi,79537,0,2004
LAL BIHARI TIWARI,BJP,0,10th Pass,62,East Delhi + National Capital Territory Of Delhi,4521185,0,2004
MANJIT,IND,0,Graduate,29,East Delhi + National Capital Territory Of Delhi,157000,0,2004
MOHD. HASNAIN,IND, 1 ,Not Given,46,East Delhi + National Capital Territory Of Delhi,0,0,2004
MOHD. IQBAL QUERESHI,BPTP,0,Not Given,28,East Delhi + National Capital Territory Of Delhi,187000,0,2004
NAFEES,NBNP,0,Graduate,39,East Delhi + National Capital Territory Of Delhi,39400,33000,2004
P. C. MOHAN,IND,0,Graduate,47,East Delhi + National Capital Territory Of Delhi,2715000,0,2004
PAWAN KUMAR,IND,0,10th Pass,0,East Delhi + National Capital Territory Of Delhi,0,0,2004
PRADEEP KUMAR,AIFB,0,8th Pass,37,East Delhi + National Capital Territory Of Delhi,42200,0,2004
