Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
DHANI RAM SHANDIL,INC,0,Doctorate,68,Shimla + Himachal Pradesh,16885300,0,2009
GURNAM SINGH CHANDEL,SP,0,8th Pass,36,Shimla + Himachal Pradesh,50000,2000000,2009
ROOP RAM,IND,0,Literate,51,Shimla + Himachal Pradesh,2585000,0,2009
SHURVEER SINGH,IND,0,10th Pass,28,Shimla + Himachal Pradesh,50000,0,2009
SOM NATH,BSP,0,8th Pass,51,Shimla + Himachal Pradesh,19070000,600000,2009
SHARIEF UD DIN SHARIQ   Winner ,JKN,0,Post Graduate,74,Baramulla + Jammu & Kashmir,11955000,1310000,2009
ASHIQ HUSSAIN GANIE,BCDP,0,8th Pass,25,Baramulla + Jammu & Kashmir,200000,0,2009
GH AHMAD MALLA,AIFB,0,Literate,45,Baramulla + Jammu & Kashmir,400000,0,2009
GH MOHMAD SAMOON,IND,0,Post Graduate,61,Baramulla + Jammu & Kashmir,450000,0,2009
GH MUSTAFA KASANA,BSP,0,Post Graduate,60,Baramulla + Jammu & Kashmir,800000,0,2009
GH NABI PARRAY,RPI(A),0,12th Pass,29,Baramulla + Jammu & Kashmir,0,0,2009
GH RASOOL BHAT,ANC,0,8th Pass,37,Baramulla + Jammu & Kashmir,7974000,60000,2009
GOWSIA BASHIR,IND,0,Graduate,26,Baramulla + Jammu & Kashmir,21050000,0,2009
GULAM RASOOL SHAH,JKANC,0,10th Pass,55,Baramulla + Jammu & Kashmir,1737000,0,2009
MOHAMMAD DILAWAR MIR,JKPDP, 1 ,Graduate Professional,0,Baramulla + Jammu & Kashmir,20150000,500000,2009
MOHAMMAD IQBAL JAN,JKNPP, 1 ,12th Pass,32,Baramulla + Jammu & Kashmir,5000,1000000,2009
SAJAD GANI LONE,JPC,0,Graduate,41,Baramulla + Jammu & Kashmir,11181313,0,2009
ZAKIR HUSSAIN SHEIKH,LJP,0,Literate,48,Baramulla + Jammu & Kashmir,0,0,2009
HASSAN KHAN   Winner ,IND,0,Graduate,70,Ladakh + Jammu & Kashmir,6065000,0,2009
ASGAR ALI KARBALAIE,IND,0,10th Pass,42,Ladakh + Jammu & Kashmir,2555000,0,2009
GHULAM MURTAZA,JKPDP,0,Post Graduate,49,Ladakh + Jammu & Kashmir,55500,0,2009
PHUNTSOG NAMGYAL,INC,0,Post Graduate,71,Ladakh + Jammu & Kashmir,22461787,266000,2009
THINLESS ANGMO,IND, 1 ,Graduate Professional,46,Ladakh + Jammu & Kashmir,9683000,0,2009
PARTAP SINGH BAJWA   Winner ,INC,0,Graduate,52,Gurdaspur + Punjab,68053249,100000,2009
BALBIR SINGH,IND,0,10th Pass,44,Gurdaspur + Punjab,7306000,0,2009
GURMEET SINGH,IND,0,12th Pass,50,Gurdaspur + Punjab,6048761,500000,2009
GURPREET SINGH KHANNA,BGTD,0,12th Pass,43,Gurdaspur + Punjab,1286000,32000,2009
KULDEEP CHAND SAINI,IND,0,12th Pass,61,Gurdaspur + Punjab,1514000,0,2009
LAL CHAND,IND,0,10th Pass,40,Gurdaspur + Punjab,44977,7000,2009
NARAIN SINGH,IND, 3 ,Post Graduate,57,Gurdaspur + Punjab,40046225,0,2009
RAGHVIR KAUR,LJP,0,12th Pass,50,Gurdaspur + Punjab,12000,0,2009
SUKRIT SHARDA,SP,0,Graduate,44,Gurdaspur + Punjab,179660,0,2009
SWARAN SINGH THAKUR,BSP,0,Graduate Professional,53,Gurdaspur + Punjab,171067360,10000000,2009
VIDYA BHUSHAN,IND,0,8th Pass,67,Gurdaspur + Punjab,20500,0,2009
VINOD KHANNA,BJP,0,Graduate,62,Gurdaspur + Punjab,351755273,0,2009
YOG RAJ SHARMA,SHS,0,10th Pass,40,Gurdaspur + Punjab,1750000,0,2009
NAVJOT SINGH SIDHU   Winner ,BJP, 1 ,Graduate,45,Amritsar + Punjab,145037236,0,2009
ANIL SINGH,RSP,0,12th Pass,44,Amritsar + Punjab,50000,0,2009
B.K.N. CHHIBER,BSP,0,Post Graduate,72,Amritsar + Punjab,40623246,0,2009
BAL KRISHAN,IND,0,5th Pass,48,Amritsar + Punjab,70000,0,2009
DR.SURINDER SINGH,DCP, 1 ,Not Given,54,Amritsar + Punjab,20000,0,2009
GOKAL CHAND,IND,0,5th Pass,42,Amritsar + Punjab,938000,0,2009
HARMEET SINGH,LJP,0,10th Pass,31,Amritsar + Punjab,22000,0,2009
JASWANT SINGH RANDHAWA,BGTD,0,Post Graduate,62,Amritsar + Punjab,437206,389816,2009
KANWALJIT SINGH MANAWALA,IND,0,Post Graduate,45,Amritsar + Punjab,215000,475000,2009
LAVINDER KUMAR,IND,0,12th Pass,41,Amritsar + Punjab,3150000,0,2009
MAJOR G.S. GILL,RRD,0,Graduate,61,Amritsar + Punjab,3540000,50000,2009
NARESH SINGH BHADAURIYA,IND, 1 ,Graduate,46,Amritsar + Punjab,19110000,0,2009
OM PRAKASH SONI,INC,0,12th Pass,52,Amritsar + Punjab,38078662,633727,2009
SHAM LAL,IND,0,Not Given,26,Amritsar + Punjab,500,0,2009
DR. RATTAN SINGH AJNALA   Winner ,SAD, 1 ,Graduate Professional,65,Khadoor Sahib + Punjab,18774102,0,2009
BALKAR SINGH,BGTD,0,Post Graduate,55,Khadoor Sahib + Punjab,50149000,150124,2009
DARSHAN SINGH,All India Dalit Welfare Congress,0,10th Pass,44,Khadoor Sahib + Punjab,4472000,0,2009
GIAN KAUR,IND,0,Literate,45,Khadoor Sahib + Punjab,360000,0,2009
GURJIT SINGH,IND,0,8th Pass,36,Khadoor Sahib + Punjab,1866997,88000,2009
HARJIT SINGH,IND,0,10th Pass,37,Khadoor Sahib + Punjab,763000,0,2009
JASPAL SINGH,IND,0,12th Pass,38,Khadoor Sahib + Punjab,812200,476498,2009
KANWAR PARTAP SINGH,IND,0,10th Pass,41,Khadoor Sahib + Punjab,899000,0,2009
MOHINDER SINGH,LJP,0,5th Pass,43,Khadoor Sahib + Punjab,10000,0,2009
PRAGAT SINGH,IND,0,10th Pass,41,Khadoor Sahib + Punjab,765000,25000,2009
RAJINDER RIKHI,IND,0,Graduate,34,Khadoor Sahib + Punjab,307313,0,2009
RAJINDER SINGH,IND,0,Not Given,43,Khadoor Sahib + Punjab,0,0,2009
RANA GURJEET SINGH,INC,0,10th Pass,57,Khadoor Sahib + Punjab,340927000,8840000,2009
SUKHWANT SINGH,IND,0,Not Given,49,Khadoor Sahib + Punjab,20000,0,2009
SURINDER SINGH SHAHI,BSP,0,10th Pass,51,Khadoor Sahib + Punjab,3785794,650000,2009
MOHINDER SINGH KAYPEE   Winner ,INC,0,Graduate Professional,53,Jalandhar + Punjab,48196591,125000,2009
ASHOK KUMAR,BGTD,0,Not Given,51,Jalandhar + Punjab,25000,30000,2009
DR. RAJINDER KUMAR,SP,0,Graduate,33,Jalandhar + Punjab,102586,0,2009
HANS RAJ HANS,SAD,0,12th Pass,47,Jalandhar + Punjab,107839878,1604586,2009
HANS RAJ PABWAN,IND,0,Graduate,43,Jalandhar + Punjab,50000,0,2009
HARI MITTER,IND,0,5th Pass,38,Jalandhar + Punjab,51500,0,2009
JAGJIVAN RAM BHARTI,RPI,0,12th Pass,39,Jalandhar + Punjab,6100000,569400,2009
MOHINDER SINGH,IND,0,8th Pass,54,Jalandhar + Punjab,274792,0,2009
MOHINDER SINGH GILL,IND,0,Literate,61,Jalandhar + Punjab,193690,0,2009
NAV VIKAS,LJP,0,12th Pass,28,Jalandhar + Punjab,2565500,0,2009
RAJINDER SINGH,LTSD,0,8th Pass,42,Jalandhar + Punjab,52981,0,2009
RAKESH KUMAR BHAGAT,IND,0,10th Pass,43,Jalandhar + Punjab,62000,0,2009
SANJEEV KUMAR RAHELA,IND,0,8th Pass,30,Jalandhar + Punjab,1564000,0,2009
SURJIT SINGH,BSP,0,Graduate,63,Jalandhar + Punjab,18760423,1467114,2009
VIJAY HANS,DBSP,0,10th Pass,46,Jalandhar + Punjab,4500,800000,2009
SANTOSH CHOWDHARY   Winner ,INC,0,Graduate Professional,66,Hoshiarpur + Punjab,26816253,0,2009
HARMESH LAL SAROYA,IND,0,Not Given,36,Hoshiarpur + Punjab,130000,0,2009
JATHEDAR DALJIT SINGH SODHI,IND,0,8th Pass,48,Hoshiarpur + Punjab,2490000,0,2009
LAL CHAND BHATTI,BGTD,0,10th Pass,63,Hoshiarpur + Punjab,2155000,0,2009
MAHINDER SINGH HAMIRA,IND,0,5th Pass,43,Hoshiarpur + Punjab,1041971,0,2009
MUKHTAR SINGH MUKHA KHUJALA,IND,0,5th Pass,44,Hoshiarpur + Punjab,295000,0,2009
PRINCIPAL MOHAN LAL KHOSLA,DBSP,0,Post Graduate,65,Hoshiarpur + Punjab,1064000,0,2009
RITTA RAHELA,IND,0,5th Pass,28,Hoshiarpur + Punjab,1564000,0,2009
SARWAN SINGH,IND,0,8th Pass,66,Hoshiarpur + Punjab,2147500,0,2009
SOM PARKASH,BJP,0,Post Graduate,60,Hoshiarpur + Punjab,23337577,0,2009
SUKHWINDER KUMAR,BSP,0,Doctorate,48,Hoshiarpur + Punjab,18284534,6525649,2009
VARINDER BHARTI,LJP,0,10th Pass,59,Hoshiarpur + Punjab,370500,0,2009
RAVNEET SINGH   Winner ,INC,0,12th Pass,33,Anandpur Sahib + Punjab,21821443,300000,2009
BACHAN LAL,LJP,0,12th Pass,49,Anandpur Sahib + Punjab,8019000,700000,2009
BALWINDER SINGH,SP,0,10th Pass,42,Anandpur Sahib + Punjab,71000,0,2009
DALJIT SINGH,IND,0,Graduate Professional,65,Anandpur Sahib + Punjab,5717000,180000,2009
DR. DALJIT SINGH CHEEMA,SAD,0,Doctorate,47,Anandpur Sahib + Punjab,10069147,1251698,2009
JASPAL SINGH,IND,0,10th Pass,47,Anandpur Sahib + Punjab,2503000,0,2009
KEWAL KRISHAN,BSP,0,Graduate,49,Anandpur Sahib + Punjab,16982633,1784000,2009
MAHAN SINGH,CPM,0,10th Pass,61,Anandpur Sahib + Punjab,5373955,0,2009
MANJIT KAUR,DBSP,0,Illiterate,37,Anandpur Sahib + Punjab,11000,0,2009
MOHAN SINGH,Akhil Rashtrawadi Party,0,10th Pass,43,Anandpur Sahib + Punjab,808000,0,2009
RESHAM LAL KAHLON,IND, 1 ,8th Pass,37,Anandpur Sahib + Punjab,217495,58000,2009
SANSAR CHAND,IND,0,Post Graduate,70,Anandpur Sahib + Punjab,145000,2182,2009
SAT PAL,IND,0,5th Pass,30,Anandpur Sahib + Punjab,45000,0,2009
VISHWANATH,SHS,0,8th Pass,48,Anandpur Sahib + Punjab,1938000,0,2009
MANISH TEWARI   Winner ,INC,0,Graduate Professional,44,Ludhiana + Punjab,29941543,0,2009
AJAY TANDON,IND,0,10th Pass,29,Ludhiana + Punjab,132000,0,2009
BALBIR SINGH,IND,0,8th Pass,73,Ludhiana + Punjab,4310000,0,2009
CHANDER DEV SINGH,IND,0,8th Pass,39,Ludhiana + Punjab,345000,0,2009
DALJINDER SINGH,IND,0,Not Given,37,Ludhiana + Punjab,150000,0,2009
GIRDHARI LAL,LBP, 2 ,Graduate,58,Ludhiana + Punjab,523635,331394,2009
GURCHARAN SINGH,IND,0,10th Pass,43,Ludhiana + Punjab,0,0,2009
GURCHARAN SINGH GALIB,SAD,0,12th Pass,76,Ludhiana + Punjab,35295747,2600000,2009
GURINDER SINGH SOOD,JKNPP,0,Not Given,42,Ludhiana + Punjab,16238000,410000,2009
HARBANS SINGH SODHI,IND,0,Post Graduate,71,Ludhiana + Punjab,3764978,0,2009
HARISH KUMAR,RWS,0,Not Given,39,Ludhiana + Punjab,300000,0,2009
JASPAL SINGH,BGTD,0,Not Given,32,Ludhiana + Punjab,218110,107100,2009
JASVIR SINGH THETHI,IND,0,5th Pass,52,Ludhiana + Punjab,30000,0,2009
KEHAR SINGH,BSP,0,10th Pass,65,Ludhiana + Punjab,18153406,315087,2009
KUNAL,IND,0,Graduate,36,Ludhiana + Punjab,22609600,1002700,2009
LADDU SHAH,LPSP,0,8th Pass,42,Ludhiana + Punjab,2420000,0,2009
RAJESH GANDHI,IND,0,Graduate,39,Ludhiana + Punjab,5406051,57000,2009
RAJESH KUMAR,IND,0,Not Given,29,Ludhiana + Punjab,5000,0,2009
RAJESH PATEL,IND,0,10th Pass,34,Ludhiana + Punjab,130200,0,2009
RAVINDER KUMAR S/O MUNNA LAL,IND,0,5th Pass,59,Ludhiana + Punjab,177000,0,2009
RAVINDER KUMAR S/O SOHAN LAL,IND, 2 ,8th Pass,45,Ludhiana + Punjab,1700000,0,2009
SANJEEV KUMAR ATWAL,DBSP,0,10th Pass,35,Ludhiana + Punjab,85000,0,2009
SEIKH MUKHTIAR,IND,0,5th Pass,55,Ludhiana + Punjab,1014000,0,2009
SHAMBHU KUMAR SINGH,IND,0,Graduate,39,Ludhiana + Punjab,6975000,0,2009
SHIV SUNDER,IND,0,Not Given,29,Ludhiana + Punjab,2670000,930000,2009
SURINDER PAL,IND,0,Not Given,39,Ludhiana + Punjab,609,0,2009
SURINDER SINGH SODHI,LJP,0,Literate,62,Ludhiana + Punjab,210000,0,2009
TEHAL SINGH,IND,0,Others,45,Ludhiana + Punjab,100000,0,2009
TULSI RAM MISRA,SP,0,Others,53,Ludhiana + Punjab,22731159,0,2009
VIJAY KUMAR GOEL,IND,0,10th Pass,40,Ludhiana + Punjab,44426079,0,2009
SUKHDEV SINGH   Winner ,INC,0,10th Pass,76,Fatehgarh Sahib + Punjab,17083247,0,2009
B.P. SINGH GILL,LBP,0,Graduate Professional,49,Fatehgarh Sahib + Punjab,1750000,1514470,2009
BHUPINDER SINGH,RSP,0,10th Pass,39,Fatehgarh Sahib + Punjab,499500,0,2009
CHARANJIT SINGH ATWAL,SAD,0,Graduate Professional,72,Fatehgarh Sahib + Punjab,26144663,5935229,2009
HIRA LAL,BVP,0,8th Pass,46,Fatehgarh Sahib + Punjab,285000,0,2009
KULWANT SINGH SANDHU,SAD(A)(Simranjit Singh Mann),0,12th Pass,59,Fatehgarh Sahib + Punjab,7130000,100000,2009
LACHHMAN SINGH,IND,0,5th Pass,51,Fatehgarh Sahib + Punjab,437000,0,2009
PREM SINGH,IND,0,Not Given,43,Fatehgarh Sahib + Punjab,648500,0,2009
RAI SINGH,BSP,0,Post Graduate,67,Fatehgarh Sahib + Punjab,49188960,1200000,2009
RAM SINGH,LJP,0,5th Pass,53,Fatehgarh Sahib + Punjab,781000,0,2009
SIKANDER SINGH,IND,0,5th Pass,55,Fatehgarh Sahib + Punjab,10000,0,2009
PARAMJIT KAUR GULSHAN   Winner ,SAD,0,Post Graduate,60,Faridkot + Punjab,14208609,2185837,2009
GURMEET SINGH RANGHRETA,PLP, 1 ,12th Pass,39,Faridkot + Punjab,2000000,100000,2009
GURPREET SINGH,IND,0,10th Pass,29,Faridkot + Punjab,33500,16000,2009
JASVIR SINGH,MB(S)P,0,8th Pass,35,Faridkot + Punjab,199000,220000,2009
KAUSHALYA CHAMAN BHAURA,CPI,0,Graduate,60,Faridkot + Punjab,220000,152289,2009
NATHU RAM,IND,0,5th Pass,68,Faridkot + Punjab,100000,0,2009
NIRMAL SINGH,IND,0,10th Pass,49,Faridkot + Punjab,8000,0,2009
PREM SINGH,SP,0,8th Pass,63,Faridkot + Punjab,300530,0,2009
PRITAM SINGH,RPI,0,5th Pass,70,Faridkot + Punjab,245000,0,2009
RAJ KAUR,All India Dalit Welfare Congress,0,Illiterate,60,Faridkot + Punjab,10000,0,2009
RESHAM SINGH,BSP,0,Doctorate,56,Faridkot + Punjab,6462734,1616596,2009
SHARAN KAUR,IND,0,Graduate,56,Faridkot + Punjab,165000,0,2009
SUKHWINDER SINGH,IND,0,10th Pass,33,Faridkot + Punjab,359000,0,2009
SUKHWINDER SINGH DANNY,INC,0,Post Graduate,32,Faridkot + Punjab,25502656,3519849,2009
VEERPAL KAUR,IND,0,Illiterate,42,Faridkot + Punjab,2055000,0,2009
VENUGOPAL.P   Winner ,ADMK,0,Graduate Professional,57,Tiruvallur + Tamil Nadu,2074236,350000,2009
ANANDAN.P,BSP,0,Graduate Professional,34,Tiruvallur + Tamil Nadu,4742495,385040,2009
ELANGO INBARAJ.V,IND,0,Literate,28,Tiruvallur + Tamil Nadu,0,0,2009
ETHIRAJ.A,IND,0,Graduate,43,Tiruvallur + Tamil Nadu,26000,0,2009
GAYATHRI.S,DMK,0,Post Graduate,30,Tiruvallur + Tamil Nadu,30870000,0,2009
JEEVARATHINAM.M,IND,0,Graduate,53,Tiruvallur + Tamil Nadu,2272523,508,2009
NAGALINGAM.K.M,IND,0,8th Pass,46,Tiruvallur + Tamil Nadu,1031800,96,2009
PANDURANGAN.V,IND,0,12th Pass,37,Tiruvallur + Tamil Nadu,112000,0,2009
RAJAN.K,IND,0,12th Pass,41,Tiruvallur + Tamil Nadu,135600,0,2009
SAMPATH.A,IND,0,8th Pass,40,Tiruvallur + Tamil Nadu,10000,0,2009
SELVARAJ.A,IND,0,12th Pass,29,Tiruvallur + Tamil Nadu,138000,0,2009
SUDHARSAN.M.S,JD(U), 1 ,10th Pass,49,Tiruvallur + Tamil Nadu,17000,0,2009
SURESH.R,DMDK,0,8th Pass,35,Tiruvallur + Tamil Nadu,3266000,100000,2009
VENUGOPAL.P,IND,0,8th Pass,35,Tiruvallur + Tamil Nadu,10000,0,2009
ANANDARAJ.G,IND,0,5th Pass,37,Chennai North + Tamil Nadu,15000,0,2009
ANANDHU.K,LJP,0,Graduate Professional,38,Chennai North + Tamil Nadu,1090000,0,2009
ARUMUGAM. K,IND,0,10th Pass,40,Chennai North + Tamil Nadu,160000,0,2009
BHASKARAN.V ALIAS AAVIN V.BHASKARAN,IND,0,Not Given,53,Chennai North + Tamil Nadu,0,0,2009
DEEPA,IND,0,Not Given,28,Chennai North + Tamil Nadu,0,0,2009
GIRIRAJ.D,IND,0,5th Pass,42,Chennai North + Tamil Nadu,70000,0,2009
JAYACHANDRAN.K.,IND,0,Not Given,36,Chennai North + Tamil Nadu,0,0,2009
KADHIRAVAN. M,IND,0,Graduate,42,Chennai North + Tamil Nadu,85000,0,2009
MARIMUTHU.P,IND,0,Not Given,54,Chennai North + Tamil Nadu,0,0,2009
MOHAMMED ABDULLAH,RPI(A),0,Not Given,40,Chennai North + Tamil Nadu,560000,100000,2009
NIRMAL KUMAR.A,IND,0,Post Graduate,37,Chennai North + Tamil Nadu,10000,0,2009
PALANIMOSES. N,PKMK,0,Not Given,45,Chennai North + Tamil Nadu,4240000,379000,2009
RAJARAM.R,IND,0,Graduate Professional,34,Chennai North + Tamil Nadu,245000,0,2009
RAMESH.D,IND,0,Graduate,46,Chennai North + Tamil Nadu,60000,0,2009
RUDRAMOORTHY.M,IND,0,Others,37,Chennai North + Tamil Nadu,152000,0,2009
SANKAR.K,IND,0,Graduate Professional,33,Chennai North + Tamil Nadu,150000,0,2009
SANTHASHRINI J.O.R,BSP,0,Not Given,41,Chennai North + Tamil Nadu,0,0,2009
SARAVANAN.M,IND,0,Graduate,32,Chennai North + Tamil Nadu,0,0,2009
SATHISH KUMAR. K.P,MMKA,0,Not Given,33,Chennai North + Tamil Nadu,0,0,2009
SATHISH. T.P,IND,0,Not Given,36,Chennai North + Tamil Nadu,0,0,2009
SATHISH.C,IND,0,Post Graduate,30,Chennai North + Tamil Nadu,40000,0,2009
SIVAKUMAR.V,IND,0,Others,45,Chennai North + Tamil Nadu,0,0,2009
TAMILISAISOUNDARARAJAN,BJP,0,Not Given,47,Chennai North + Tamil Nadu,0,0,2009
THEYAGARAJAN.V,IND,0,12th Pass,46,Chennai North + Tamil Nadu,127000,0,2009
VINOBHAGANDHI.C.H,IND,0,Graduate,48,Chennai North + Tamil Nadu,275000,0,2009
YUVARAJ. V,DMDK, 1 ,Graduate,45,Chennai North + Tamil Nadu,2647761,11322121,2009
ZEENATH UNNISSA BEGUM.M.B.,IND,0,Not Given,54,Chennai North + Tamil Nadu,0,0,2009
RAJENDRAN C   Winner ,ADMK,0,Graduate Professional,48,Chennai South + Tamil Nadu,27966678,0,2009
ASWATHAMAN K,IND,0,Graduate,52,Chennai South + Tamil Nadu,3070000,0,2009
BALA KRISHNAN M,IND,0,5th Pass,35,Chennai South + Tamil Nadu,1732000,0,2009
BALAN B,IND,0,Not Given,56,Chennai South + Tamil Nadu,0,0,2009
BHARATHY R.S.,DMK,0,Graduate Professional,61,Chennai South + Tamil Nadu,22576698,2186,2009
CHANDRA SEKARAN R,IND,0,Post Graduate,34,Chennai South + Tamil Nadu,710000,370000,2009
CHANDRAN K,IND,0,Literate,52,Chennai South + Tamil Nadu,0,0,2009
CHRISTHUDASS N,IND,0,10th Pass,50,Chennai South + Tamil Nadu,30000,0,2009
DEVADOSS KUPPAL G,IND,0,Literate,54,Chennai South + Tamil Nadu,2975000,575000,2009
ELANGOVAN K,IND,0,Post Graduate,47,Chennai South + Tamil Nadu,1050163,0,2009
GANESAN LA,BJP,0,10th Pass,64,Chennai South + Tamil Nadu,62871,0,2009
GIRIRAJAN M,IND,0,10th Pass,41,Chennai South + Tamil Nadu,110000,0,2009
GOPINATH V,DMDK,0,Graduate Professional,36,Chennai South + Tamil Nadu,30999000,0,2009
IRUDAYADASS A,IND,0,Graduate,50,Chennai South + Tamil Nadu,579000,0,2009
JAYARAMAN S,SHS,0,5th Pass,37,Chennai South + Tamil Nadu,667143,160419,2009
JYOTHI G.M.,PPOI,0,10th Pass,58,Chennai South + Tamil Nadu,3349651,0,2009
KARTHIKEYAN G,IND,0,10th Pass,40,Chennai South + Tamil Nadu,13000,0,2009
KUMAR V.A,IND,0,8th Pass,44,Chennai South + Tamil Nadu,20000,0,2009
MAHALINGAM J.S.,IND,0,Literate,49,Chennai South + Tamil Nadu,191000,0,2009
MANIVANNAN C,IND,0,Graduate,39,Chennai South + Tamil Nadu,105000,131500,2009
MATHIKKARASU P,IND,0,10th Pass,52,Chennai South + Tamil Nadu,165000,0,2009
MOHANRAJ J,JJ,0,Graduate,57,Chennai South + Tamil Nadu,19775251000,900000,2009
PALANI S.P.,IND,0,8th Pass,53,Chennai South + Tamil Nadu,49000,30000,2009
RAJA L.D,IND,0,Graduate,39,Chennai South + Tamil Nadu,50000,0,2009
RAJAMANITHAR S.J.,PKMK,0,Post Graduate,47,Chennai South + Tamil Nadu,45000,0,2009
RAJENDRAN V,IND,0,Not Given,55,Chennai South + Tamil Nadu,0,0,2009
RAMASWAMY @ TRAFFIC RAMASWAMY,IND, 1 ,12th Pass,75,Chennai South + Tamil Nadu,28965,0,2009
RAVINDRA DASS R,KDC,0,Graduate,29,Chennai South + Tamil Nadu,162000,0,2009
SAMPATH KUMAR S,IND,0,Not Given,44,Chennai South + Tamil Nadu,1100000,67000,2009
SARATH BABU E,IND,0,Post Graduate,30,Chennai South + Tamil Nadu,3229130,0,2009
SATHIYASEELAN M,LJP,0,10th Pass,56,Chennai South + Tamil Nadu,409000,0,2009
SHANMUGA SUNDARAM P.T,IND, 1 ,Others,50,Chennai South + Tamil Nadu,52855,0,2009
SHANMUGARAJ V,IND,0,Graduate,35,Chennai South + Tamil Nadu,60000,0,2009
SRINIVASAN V.R,IND,0,12th Pass,72,Chennai South + Tamil Nadu,50000,0,2009
SUNDAR J,IND,0,Post Graduate,31,Chennai South + Tamil Nadu,11000,0,2009
SURESH KUMAR M,IND,0,Post Graduate,43,Chennai South + Tamil Nadu,4814500,0,2009
TAMIL SELVAN M,IND,0,Not Given,39,Chennai South + Tamil Nadu,0,0,2009
TANMAY,IND,0,Not Given,29,Chennai South + Tamil Nadu,10745,0,2009
VEERAMANI S,IND,0,Graduate,58,Chennai South + Tamil Nadu,237128,0,2009
VENKATARAMAN N.S.,DPK,0,Graduate,63,Chennai South + Tamil Nadu,7564563,0,2009
VENKATESAN D,IND,0,8th Pass,29,Chennai South + Tamil Nadu,30000,0,2009
ZIAUDDEN N,IND,0,8th Pass,68,Chennai South + Tamil Nadu,65000,0,2009
ANEES HUSSAIN.H,IND,0,Graduate,36,Chennai Central + Tamil Nadu,1450000,0,2009
ARASAKUMAR.M.S,IND,0,Graduate Professional,36,Chennai Central + Tamil Nadu,48000,0,2009
ARIVUDAINAMBI.N,IND,0,12th Pass,43,Chennai Central + Tamil Nadu,15000,0,2009
DHAMODHARAN.T,IND,0,12th Pass,31,Chennai Central + Tamil Nadu,10199,0,2009
GANGADURAI.G,JJ,0,Not Given,40,Chennai Central + Tamil Nadu,84000,0,2009
GIRIJA SHANKER.R,IND,0,Graduate Professional,61,Chennai Central + Tamil Nadu,15400000,0,2009
GUNASEKARAN.M,IND,0,Graduate Professional,46,Chennai Central + Tamil Nadu,333000,0,2009
HYDER ALI.S,MAMAK, 2 ,10th Pass,51,Chennai Central + Tamil Nadu,2125367,0,2009
KRISHNAN.P.R,IND,0,Graduate Professional,73,Chennai Central + Tamil Nadu,49787000,0,2009
LOGANATHAN.V,IND,0,Graduate Professional,39,Chennai Central + Tamil Nadu,30000,0,2009
MANI.G,IND,0,10th Pass,52,Chennai Central + Tamil Nadu,151600,0,2009
MARIMUTHU.E,IND,0,10th Pass,54,Chennai Central + Tamil Nadu,186000,0,2009
MOHAMED ALI,IND,0,8th Pass,61,Chennai Central + Tamil Nadu,15000,0,2009
MOHAMED ALI ZINNA.A,IND,0,10th Pass,49,Chennai Central + Tamil Nadu,227000,0,2009
MOHAN.K,IND,0,10th Pass,32,Chennai Central + Tamil Nadu,141000,0,2009
NAHAMANI.J,JMM,0,Post Graduate,54,Chennai Central + Tamil Nadu,1030000,0,2009
PARIMALAM.V,IND,0,Graduate Professional,38,Chennai Central + Tamil Nadu,34000,2575,2009
PRABU.V,IND,0,Post Graduate,33,Chennai Central + Tamil Nadu,18000,0,2009
RAAJ RAMCHAND,SHS,0,Graduate,41,Chennai Central + Tamil Nadu,5077000,0,2009
RAJAKUMAR.S,IND,0,Graduate Professional,37,Chennai Central + Tamil Nadu,1215000,304510,2009
RAMANA REDDY.K.V,KDC,0,Graduate,56,Chennai Central + Tamil Nadu,0,0,2009
RANGGANATHAN.V,IND,0,5th Pass,54,Chennai Central + Tamil Nadu,18000,0,2009
RAVIKUMAR.T,IND,0,Graduate Professional,39,Chennai Central + Tamil Nadu,586000,0,2009
SENTHIL.P,IND,0,Graduate Professional,29,Chennai Central + Tamil Nadu,112000,0,2009
SIVAKUMAR.S,IND,0,Post Graduate,58,Chennai Central + Tamil Nadu,3835119,217974,2009
SRIDHAR.S,IND,0,5th Pass,34,Chennai Central + Tamil Nadu,127000,0,2009
TEACKRAJ.D,IND,0,Graduate Professional,32,Chennai Central + Tamil Nadu,220000,0,2009
THOMAS.T.JACOB,YSP,0,Graduate Professional,37,Chennai Central + Tamil Nadu,1065000,0,2009
UDAYAKUMAR,IND,0,10th Pass,50,Chennai Central + Tamil Nadu,15000,160000,2009
VASU.S,SP,0,Graduate,59,Chennai Central + Tamil Nadu,725000,0,2009
VIJAYAKUMAR,PPOI,0,Graduate Professional,51,Chennai Central + Tamil Nadu,4826336,0,2009
VISWANATHAN.E,MMKA, 1 ,Post Graduate,48,Chennai Central + Tamil Nadu,50515000,0,2009
WILSON PAUL.S,IND,0,Graduate Professional,39,Chennai Central + Tamil Nadu,3340000,548000,2009
YUNIS KHAN.AY,BSP, 1 ,Not Given,34,Chennai Central + Tamil Nadu,70000,0,2009
BAALU T R   Winner ,DMK,0,Graduate,67,Sriperumbudur + Tamil Nadu,76971478,0,2009
ARUN SUBRAMANIAN M,DMDK,0,Graduate Professional,57,Sriperumbudur + Tamil Nadu,18275550,558768,2009
AYODHI L,IND,0,Post Graduate,45,Sriperumbudur + Tamil Nadu,1523661,436646,2009
BALU D,IND,0,Literate,62,Sriperumbudur + Tamil Nadu,120000,0,2009
